k,g,picture,brightness,quality_value
0.75,0.75,Detailarm,195.98092322969899,-3
1.5,1.25,DunkelRaum,84.542855590662498,-1.8899999999999999
1,0.5,Einfarbig,214.43341924490801,-2.1200000000000001
1.5,1,Abstrakt,37.1927038842596,-2.21
1.5,1.5,DunkelCanyon,64.577521075824905,-3
0.75,1.25,Einfarbig,214.43341924490801,-0.01
0.75,1.5,Abstrakt,37.1927038842596,-1.98
1.25,1.25,DunkelCanyon,64.577521075824905,-2.0600000000000001
1.25,1.5,Einfarbig,214.43341924490801,-3
1.25,0.5,Abstrakt,37.1927038842596,-3
0.5,1.25,DunkelCanyon,64.577521075824905,-3
0.5,0.75,DunkelCanyon,64.577521075824905,-2.1600000000000001
0.75,1,DunkelRaum,84.542855590662498,-1.05
1.25,1.5,DunkelCanyon,64.577521075824905,-3
1.5,0.75,Einfarbig,214.43341924490801,-2.1899999999999999
1.5,1.25,Bunt,103.440234921044,-3
0.5,0.75,DunkelStadt,57.461932560403802,-2.1600000000000001
1.5,1.25,Einfarbig,214.43341924490801,-2.1000000000000001
1.5,0.5,Einfarbig,214.43341924490801,-2.4199999999999999
0.75,1,Detailarm,195.98092322969899,-2.0699999999999998
1,0.75,DunkelRaum,84.542855590662498,3
1.5,1,Einfarbig,214.43341924490801,-2.1600000000000001
1.25,1,Einfarbig,214.43341924490801,0.82999999999999996
1.25,0.5,Detailarm,195.98092322969899,-1.1699999999999999
0.5,0.5,Detailarm,195.98092322969899,-1.25
1,1.25,DunkelStadt,57.461932560403802,-1.46
0.75,1.5,Bunt,103.440234921044,-1.4399999999999999
1.25,1,Detailarm,195.98092322969899,0
1.5,0.75,Abstrakt,37.1927038842596,-1.9199999999999999
1.5,0.5,Bunt,103.440234921044,-1.1699999999999999
1.5,0.75,DunkelRaum,84.542855590662498,-1.9099999999999999
1,1.5,Einfarbig,214.43341924490801,-1.9399999999999999
1,1.5,Detailarm,195.98092322969899,-1.8899999999999999
1.25,1.25,Einfarbig,214.43341924490801,-1.9399999999999999
0.75,1.25,DunkelStadt,57.461932560403802,-1.98
1.25,0.75,DunkelStadt,57.461932560403802,-2.0499999999999998
0.5,0.75,Abstrakt,37.1927038842596,-2.29
0.75,1.5,Detailarm,195.98092322969899,-1.9399999999999999
0.5,0.75,Bunt,103.440234921044,-2.0600000000000001
0.75,1.5,DunkelStadt,57.461932560403802,-2.0800000000000001
0.75,1.25,Abstrakt,37.1927038842596,1.03
0.5,1.25,Detailarm,195.98092322969899,-3
1.25,0.5,DunkelRaum,84.542855590662498,1.9399999999999999
0.75,1.5,Einfarbig,214.43341924490801,2.1899999999999999
1,1.5,DunkelRaum,84.542855590662498,-2.1400000000000001
0.5,1.5,DunkelRaum,84.542855590662498,-3
0.5,1,DunkelCanyon,64.577521075824905,-2.3100000000000001
0.75,0.75,Einfarbig,214.43341924490801,-2.3300000000000001
0.75,1,Kontrastreich,128.555496706702,-2.1299999999999999
0.75,0.75,Gebäude,135.558353280413,-3
0.75,0.5,HellFace,207.936103853059,-3
0.75,1.5,HellRaum,181.23700512563599,3
1,1.25,HellRaum,181.23700512563599,1.6299999999999999
1.5,1.25,HellFace,207.936103853059,-3
1.5,1.5,MenschenMenge,128.65299080966099,-3
0.75,1.5,Tiere,136.93221291266599,-2.2000000000000002
1,1.25,HellStrand,174.530514509044,1.0700000000000001
1.5,0.75,Kontrastreich,128.555496706702,1.0700000000000001
1.25,1.25,Gebäude,135.558353280413,-1.46
1.25,0.75,HellStrand,174.530514509044,-1.04
1.5,0.75,HellFace,207.936103853059,-1.6200000000000001
1,1.25,Gebäude,135.558353280413,1.47
0.75,1,MenschenMenge,128.65299080966099,-2.21
1.5,1,Tiere,136.93221291266599,-1.1299999999999999
1,0.5,Tiere,136.93221291266599,-1.3600000000000001
0.5,0.75,MenschenMenge,128.65299080966099,-3
1.5,1.5,HellRaum,181.23700512563599,-3
1,0.75,Tiere,136.93221291266599,-0.81000000000000005
0.5,0.75,HellRaum,181.23700512563599,-2.27
0.75,1.25,HellStrand,174.530514509044,-2.3199999999999998
0.5,0.75,HellStrand,174.530514509044,-1.6100000000000001
1.25,1.25,Kontrastreich,128.555496706702,1.04
1,1.5,HellRaum,181.23700512563599,-1.8600000000000001
0.75,0.5,HellRaum,181.23700512563599,-1.6000000000000001
1.25,1.5,Gebäude,135.558353280413,-2.2599999999999998
0.5,0.5,Natur,116.705736073534,-3
1.5,1.25,Kontrastreich,128.555496706702,0.92000000000000004
1.5,1,HellStrand,174.530514509044,-1.77
1,0.75,HellFace,207.936103853059,-1.6499999999999999
1,0.75,Gebäude,135.558353280413,-1.72
0.5,1.5,MenschenMenge,128.65299080966099,-2.2799999999999998
0.5,1.5,Kontrastreich,128.555496706702,-2.9100000000000001
1.5,0.75,Natur,116.705736073534,1.55
1.25,1,Tiere,136.93221291266599,0.89000000000000001
0.75,1.5,Gebäude,135.558353280413,-0.95999999999999996
1,1.25,HellFace,207.936103853059,-2.1299999999999999
0.75,1,Gebäude,135.558353280413,-2.3799999999999999
1.25,0.75,Kontrastreich,128.555496706702,1.04
0.5,1.25,MenschenMenge,128.65299080966099,-3
1,0.75,MenschenMenge,128.65299080966099,0
1.5,1,Natur,116.705736073534,-0.82999999999999996
0.75,0.75,HellStrand,174.530514509044,-2.9500000000000002
0.5,1.5,HellRaum,181.23700512563599,-3
1.25,1.5,Kontrastreich,128.555496706702,0.46000000000000002
1.25,1.5,MenschenMenge,128.65299080966099,-3
0.5,0.75,HellFace,207.936103853059,-3
1,0.75,HellStrand,174.530514509044,-1.7
1.25,1.25,Tiere,136.93221291266599,-2.1499999999999999
1,1.5,Natur,116.705736073534,-1.26
0.75,1,HellRaum,181.23700512563599,-1.7
0.5,1.25,Tiere,136.93221291266599,-1.77
0.75,1.5,Natur,116.705736073534,-1.8300000000000001
1.25,0.5,HellStrand,174.530514509044,-1.8600000000000001
0.5,0.5,Kontrastreich,128.555496706702,-2.9700000000000002
1.5,1.5,Gebäude,135.558353280413,-2.2400000000000002
1.25,1.5,HellRaum,181.23700512563599,-1.8600000000000001
0.5,0.5,MenschenMenge,128.65299080966099,-3
0.5,1,Tiere,136.93221291266599,-3
0.75,1.5,HellFace,207.936103853059,-1.7
1,1.5,Tiere,136.93221291266599,0.10000000000000001
1.5,0.75,HellRaum,181.23700512563599,-1.21
1,1.5,HellStrand,174.530514509044,1.8100000000000001
1.5,1,MenschenMenge,128.65299080966099,-3
1,0.75,Natur,116.705736073534,-1.4399999999999999
1.25,1.25,HellRaum,181.23700512563599,-3
1.25,0.5,MenschenMenge,128.65299080966099,-2.0899999999999999
1.5,1.25,Gebäude,135.558353280413,-3
0.5,1.25,Gebäude,135.558353280413,-3
0.5,0.5,HellStrand,174.530514509044,-3
0.75,0.5,Gebäude,135.558353280413,-3
0.75,0.75,HellRaum,181.23700512563599,1.25
0.75,0.75,HellFace,207.936103853059,-3
1.5,1,HellFace,207.936103853059,-3
1.5,0.5,HellFace,207.936103853059,-2.4199999999999999
0.5,1.25,Kontrastreich,128.555496706702,-2.27
1.5,0.5,Natur,116.705736073534,-0.69999999999999996
0.5,1,Gebäude,135.558353280413,-1.8899999999999999
1.5,0.5,HellRaum,181.23700512563599,-2.02
1.25,1.5,Natur,116.705736073534,-2.23
1.25,1,Kontrastreich,128.555496706702,0
0.5,1.25,HellFace,207.936103853059,-1.78
1.25,1.25,MenschenMenge,128.65299080966099,-1.8400000000000001
0.75,1.5,MenschenMenge,128.65299080966099,-1.4099999999999999
0.5,1,HellFace,207.936103853059,-3
1.5,1.25,HellRaum,181.23700512563599,-3
1,1.25,Natur,116.705736073534,2.04
1.25,1.5,HellFace,207.936103853059,-3
0.75,1.25,Natur,116.705736073534,-1.8400000000000001
0.5,0.5,Gebäude,135.558353280413,-3
1,1.5,Kontrastreich,128.555496706702,0
0.75,1,Tiere,136.93221291266599,-0.95999999999999996
0.5,1,HellRaum,181.23700512563599,-1.5600000000000001
0.75,0.5,Kontrastreich,128.555496706702,-1.73
1.5,0.75,HellStrand,174.530514509044,-2.6499999999999999
1.5,0.5,HellStrand,174.530514509044,-1.3799999999999999
1,0.75,HellRaum,181.23700512563599,1.6599999999999999
0.75,1,HellFace,207.936103853059,-1.1699999999999999
1.5,1.25,Tiere,136.93221291266599,-2.4300000000000002
0.75,0.75,MenschenMenge,128.65299080966099,-1.5700000000000001
1,1.25,Kontrastreich,128.555496706702,1.29
1.5,1.25,Natur,116.705736073534,-2.2599999999999998
1.25,1,Gebäude,135.558353280413,-2.04
0.5,1.25,HellRaum,181.23700512563599,-1.3899999999999999
1,0.5,Kontrastreich,128.555496706702,-1.3300000000000001
0.5,0.5,Tiere,136.93221291266599,-3
1,1.25,MenschenMenge,128.65299080966099,0
0.5,1,Kontrastreich,128.555496706702,-1.3200000000000001
0.5,1.5,Tiere,136.93221291266599,-1.5600000000000001
1.5,0.5,Kontrastreich,128.555496706702,-0.42999999999999999
0.5,1.5,Gebäude,135.558353280413,-1.22
1.25,1,HellRaum,181.23700512563599,-1.79
1.25,1.5,HellStrand,174.530514509044,0.23999999999999999
1.5,0.5,Gebäude,135.558353280413,-2.02
0.75,1,HellStrand,174.530514509044,-1.8899999999999999
0.5,1.5,Natur,116.705736073534,-1.24
0.75,0.5,Tiere,136.93221291266599,-3
1.25,1,MenschenMenge,128.65299080966099,-0.73999999999999999
0.75,0.75,Tiere,136.93221291266599,-1.0800000000000001
1.5,1,Kontrastreich,128.555496706702,0.96999999999999997
1,0.5,Natur,116.705736073534,-2.0499999999999998
0.5,1,MenschenMenge,128.65299080966099,-2.1000000000000001
0.75,0.5,Natur,116.705736073534,-2.0600000000000001
1.25,1.5,Tiere,136.93221291266599,-3
1,1.5,Gebäude,135.558353280413,-1.6399999999999999
1.25,1.25,HellStrand,174.530514509044,1.6699999999999999
1.25,1,HellFace,207.936103853059,-3
0.75,1.25,HellFace,207.936103853059,-3
0.5,0.5,HellRaum,181.23700512563599,-3
0.75,0.5,HellStrand,174.530514509044,-3
1,0.5,MenschenMenge,128.65299080966099,-1.48
0.75,0.5,MenschenMenge,128.65299080966099,-2.5
1.25,0.5,HellFace,207.936103853059,-1.22
1.5,1.25,MenschenMenge,128.65299080966099,-2.1899999999999999
0.75,1.25,Tiere,136.93221291266599,-2.0099999999999998
0.75,1.25,MenschenMenge,128.65299080966099,-1.95
0.75,1.25,Gebäude,135.558353280413,-2.1200000000000001
1.25,0.75,Gebäude,135.558353280413,2.1299999999999999
1,0.5,HellFace,207.936103853059,-1.78
1.5,1.25,HellStrand,174.530514509044,-2.1600000000000001
1.5,0.5,Tiere,136.93221291266599,-1.02
1.25,0.75,HellFace,207.936103853059,-1.78
0.5,0.75,Tiere,136.93221291266599,-2.1099999999999999
1.25,0.75,HellRaum,181.23700512563599,1.1899999999999999
0.75,1.25,HellRaum,181.23700512563599,-1.8899999999999999
0.75,0.75,Kontrastreich,128.555496706702,-1.8700000000000001
1.25,0.75,Tiere,136.93221291266599,2.0899999999999999
1.5,1.5,Tiere,136.93221291266599,-1.5700000000000001
0.5,1,Natur,116.705736073534,-2.1699999999999999
1.5,1,HellRaum,181.23700512563599,-2.1499999999999999
1.25,1.25,Natur,116.705736073534,-1.8799999999999999
0.5,1.5,HellFace,207.936103853059,-3
0.75,1,Natur,116.705736073534,-2.4100000000000001
1,1.5,HellFace,207.936103853059,-2.2799999999999998
1.5,0.75,Gebäude,135.558353280413,-3
1.25,0.5,Tiere,136.93221291266599,-1.8899999999999999
1.25,1,HellStrand,174.530514509044,-1.49
1.25,0.5,Kontrastreich,128.555496706702,1.78
1,0.75,Kontrastreich,128.555496706702,0
1.5,0.75,Tiere,136.93221291266599,-1.6699999999999999
1.5,1.5,Natur,116.705736073534,-1.5700000000000001
0.75,1.25,Kontrastreich,128.555496706702,-1.6299999999999999
1,0.5,HellRaum,181.23700512563599,1.6200000000000001
0.5,0.75,Natur,116.705736073534,-1.5600000000000001
1,0.5,HellStrand,174.530514509044,-2.1699999999999999
1.5,1,Gebäude,135.558353280413,-2.1200000000000001
1.25,1,Natur,116.705736073534,-2.4700000000000002
0.5,0.75,Gebäude,135.558353280413,-2.4700000000000002
0.5,1.25,HellStrand,174.530514509044,-2.1200000000000001
1.25,0.75,MenschenMenge,128.65299080966099,-2.3999999999999999
1.5,0.5,MenschenMenge,128.65299080966099,-3
1,1.5,MenschenMenge,128.65299080966099,-2.04
0.5,0.75,Kontrastreich,128.555496706702,-1.9299999999999999
0.5,1.5,HellStrand,174.530514509044,-3
1.5,1.5,HellFace,207.936103853059,-3
1.5,0.75,MenschenMenge,128.65299080966099,-3
0.5,1,HellStrand,174.530514509044,-2.4300000000000002
0.75,0.75,Natur,116.705736073534,-2.04
1.25,0.75,Natur,116.705736073534,0
1.25,1.25,HellFace,207.936103853059,-2.3399999999999999
0.5,0.5,HellFace,207.936103853059,-3
1.5,1.5,Kontrastreich,128.555496706702,0.63
0.75,1.5,Kontrastreich,128.555496706702,-1.49
1.5,1.5,HellStrand,174.530514509044,-3
1.25,0.5,Gebäude,135.558353280413,-1.8700000000000001
1,1.25,Tiere,136.93221291266599,0
1.25,0.5,HellRaum,181.23700512563599,-1.95
0.75,1.5,HellStrand,174.530514509044,-2.0099999999999998
1.25,0.5,Natur,116.705736073534,-2.21
0.5,1.25,Natur,116.705736073534,-2.25
1,0.5,Gebäude,135.558353280413,-2.3999999999999999
