k,g,picture,brightness,quality_value
0.75,0.5,Abstrakt,37.1927038842596,1.3700000000000001
0.5,1.25,Einfarbig,214.43341924490801,-0.47999999999999998
1.5,0.75,DunkelRaum,84.542855590662498,-2.23
1.25,1.5,DunkelStadt,57.461932560403802,-1.8
1.5,1,DunkelStadt,57.461932560403802,0
1,1.25,DunkelStadt,57.461932560403802,0
1.25,0.75,Bunt,103.440234921044,-0.82999999999999996
1.25,0.75,DunkelStadt,57.461932560403802,-0.32000000000000001
0.5,1.5,Bunt,103.440234921044,-3
0.5,0.75,DunkelStadt,57.461932560403802,-2.3799999999999999
1.5,0.75,Detailarm,195.98092322969899,0
1.25,0.5,DunkelCanyon,64.577521075824905,-2.1200000000000001
0.75,1,Abstrakt,37.1927038842596,-0.31
1.25,1,DunkelRaum,84.542855590662498,-0.40000000000000002
0.75,1.5,Bunt,103.440234921044,-2.0499999999999998
0.5,0.5,Bunt,103.440234921044,-3
1,0.5,Detailarm,195.98092322969899,-2.0299999999999998
1,1.5,DunkelStadt,57.461932560403802,-2.0800000000000001
0.5,1,Bunt,103.440234921044,-2.1099999999999999
1.25,1.5,Abstrakt,37.1927038842596,-1.6100000000000001
0.75,1.25,Bunt,103.440234921044,-0.65000000000000002
1,1.5,DunkelRaum,84.542855590662498,-1.9199999999999999
1.5,1,Bunt,103.440234921044,0
1.25,1.5,DunkelRaum,84.542855590662498,-2.0699999999999998
0.5,1.25,Detailarm,195.98092322969899,-2.0299999999999998
1.5,0.5,Einfarbig,214.43341924490801,0
1,1.25,DunkelRaum,84.542855590662498,0
1.5,1.5,Detailarm,195.98092322969899,-2.3799999999999999
1.5,1.5,Abstrakt,37.1927038842596,-1.05
1,1.5,Bunt,103.440234921044,-1.03
1,0.5,Bunt,103.440234921044,-1.4199999999999999
0.5,0.5,Einfarbig,214.43341924490801,-2.0499999999999998
1.5,1.5,Bunt,103.440234921044,-2.1299999999999999
1.25,0.5,DunkelRaum,84.542855590662498,-1.47
1.5,1,DunkelCanyon,64.577521075824905,0.51000000000000001
1,0.75,Einfarbig,214.43341924490801,0.41999999999999998
0.5,1.25,DunkelCanyon,64.577521075824905,-3
0.5,1.5,Detailarm,195.98092322969899,-1.99
1.5,1.25,Einfarbig,214.43341924490801,-3
0.5,0.5,DunkelRaum,84.542855590662498,-3
1.25,1,DunkelCanyon,64.577521075824905,-0.55000000000000004
1,1.25,Bunt,103.440234921044,-1.02
0.75,1.5,DunkelStadt,57.461932560403802,-2.23
1.25,0.75,Einfarbig,214.43341924490801,0
0.5,1.25,MenschenMenge,128.65299080966099,-3
1.25,0.75,HellFace,207.936103853059,0.34000000000000002
1.25,1,Tiere,136.93221291266599,-1.3600000000000001
1.25,0.75,Natur,116.705736073534,-2.0699999999999998
0.75,1,Tiere,136.93221291266599,-0.40000000000000002
0.75,1,HellStrand,174.530514509044,-0.27000000000000002
1,0.75,Kontrastreich,128.555496706702,0
0.75,1,Gebäude,135.558353280413,-0.26000000000000001
0.5,0.5,HellFace,207.936103853059,-3
0.5,0.75,HellFace,207.936103853059,-3
1.25,1,Gebäude,135.558353280413,-0.040000000000000001
1.5,1.5,Tiere,136.93221291266599,-3
1.25,1,MenschenMenge,128.65299080966099,-1.25
1,1.5,Tiere,136.93221291266599,-1.77
0.5,1,HellStrand,174.530514509044,-2.5800000000000001
1.5,1.25,Tiere,136.93221291266599,-2.25
1,0.5,HellRaum,181.23700512563599,0.35999999999999999
1,0.75,HellStrand,174.530514509044,-0.23000000000000001
1.5,1,HellStrand,174.530514509044,-2.0600000000000001
0.5,1,HellFace,207.936103853059,-2.5099999999999998
1.5,1.25,MenschenMenge,128.65299080966099,-1.97
0.5,0.75,Gebäude,135.558353280413,-2.6200000000000001
1.25,0.5,Gebäude,135.558353280413,0.66000000000000003
1.5,0.5,Tiere,136.93221291266599,-0.19
1.25,1,HellStrand,174.530514509044,0
0.5,1,Tiere,136.93221291266599,-3
0.75,1.25,HellFace,207.936103853059,-0.33000000000000002
1.5,1.5,Kontrastreich,128.555496706702,-0.34999999999999998
1,1.25,HellFace,207.936103853059,-1.46
1,0.75,Gebäude,135.558353280413,0.54000000000000004
0.5,0.75,HellStrand,174.530514509044,-2.4900000000000002
0.75,0.75,MenschenMenge,128.65299080966099,-1.0700000000000001
0.75,0.75,Kontrastreich,128.555496706702,-2.0800000000000001
1.25,0.5,Tiere,136.93221291266599,-2.04
0.75,1.5,HellFace,207.936103853059,-1.0800000000000001
1,0.75,HellFace,207.936103853059,-1.1200000000000001
0.75,0.5,Gebäude,135.558353280413,-2.4399999999999999
0.5,1.25,HellFace,207.936103853059,-2.2599999999999998
0.75,0.5,HellStrand,174.530514509044,-2.0899999999999999
0.75,0.5,HellRaum,181.23700512563599,-0.17000000000000001
1,0.5,Tiere,136.93221291266599,0.35999999999999999
0.5,1.5,Tiere,136.93221291266599,-2.7599999999999998
0.75,1,MenschenMenge,128.65299080966099,-0.57999999999999996
1,0.5,Kontrastreich,128.555496706702,-1.9099999999999999
1.25,1.5,MenschenMenge,128.65299080966099,-2.2000000000000002
1,0.75,HellRaum,181.23700512563599,0.46999999999999997
1.25,0.5,HellRaum,181.23700512563599,0.34999999999999998
0.5,0.75,MenschenMenge,128.65299080966099,-2.6899999999999999
0.5,1.25,Kontrastreich,128.555496706702,-2.3900000000000001
0.5,1.25,Natur,116.705736073534,-2.4900000000000002
1.25,1.5,Tiere,136.93221291266599,-1.9299999999999999
1.25,1.25,HellFace,207.936103853059,-2.1200000000000001
0.75,1.5,MenschenMenge,128.65299080966099,-2.0899999999999999
1.5,0.75,HellFace,207.936103853059,-2.2799999999999998
1.25,0.75,Kontrastreich,128.555496706702,0
1,0.5,MenschenMenge,128.65299080966099,-1.4199999999999999
0.5,1.5,Natur,116.705736073534,-2.5899999999999999
0.5,0.75,HellRaum,181.23700512563599,-0.96999999999999997
1.5,0.5,Kontrastreich,128.555496706702,-0.84999999999999998
1.5,0.75,HellRaum,181.23700512563599,-2.1499999999999999
0.5,1.25,Tiere,136.93221291266599,-2.2999999999999998
1.25,1.5,Gebäude,135.558353280413,-2.1400000000000001
1.25,0.5,HellFace,207.936103853059,-1.0900000000000001
1.5,1,Tiere,136.93221291266599,-1.6899999999999999
0.5,0.5,HellRaum,181.23700512563599,-1.6599999999999999
1,1.5,MenschenMenge,128.65299080966099,-1.28
1,1.25,Kontrastreich,128.555496706702,0
0.75,0.5,MenschenMenge,128.65299080966099,-2.77
0.5,1,Kontrastreich,128.555496706702,-2.1099999999999999
0.75,0.5,HellFace,207.936103853059,-3
1,1.5,Natur,116.705736073534,-1.6499999999999999
1.25,1.25,Kontrastreich,128.555496706702,-0.28000000000000003
1.5,0.75,HellStrand,174.530514509044,-0.37
1.5,0.5,HellStrand,174.530514509044,-1.0900000000000001
1,1.5,HellFace,207.936103853059,-1.6899999999999999
0.75,1.25,MenschenMenge,128.65299080966099,-1.6899999999999999
0.75,1.25,Gebäude,135.558353280413,-2.0699999999999998
1,0.75,MenschenMenge,128.65299080966099,0.23999999999999999
0.5,1.5,MenschenMenge,128.65299080966099,-2.4900000000000002
0.75,1.5,Kontrastreich,128.555496706702,-2.1000000000000001
1.25,1.5,Natur,116.705736073534,-2.0600000000000001
0.5,1.25,HellStrand,174.530514509044,-2.6000000000000001
0.5,0.75,Kontrastreich,128.555496706702,-2.8300000000000001
0.75,1.5,Gebäude,135.558353280413,-1.8
1.25,1.25,MenschenMenge,128.65299080966099,-2.1299999999999999
0.5,1,Gebäude,135.558353280413,-2.5899999999999999
1.25,1.25,Tiere,136.93221291266599,-1.1100000000000001
1.25,1,Kontrastreich,128.555496706702,-0.47999999999999998
1.5,1,MenschenMenge,128.65299080966099,-1.99
1.5,0.5,HellFace,207.936103853059,-2.5
1.25,1.25,Gebäude,135.558353280413,-1.3999999999999999
0.5,1.5,Kontrastreich,128.555496706702,-3
1.5,1.25,HellStrand,174.530514509044,-2.1200000000000001
1.5,1.25,Kontrastreich,128.555496706702,-2.04
0.5,0.75,Natur,116.705736073534,-3
1.5,0.5,Natur,116.705736073534,-2.46
1.25,1,HellFace,207.936103853059,-1.1200000000000001
0.5,0.5,HellStrand,174.530514509044,-3
1.25,0.75,Tiere,136.93221291266599,0.35999999999999999
1,0.5,HellStrand,174.530514509044,-1.3700000000000001
1.25,1.5,Kontrastreich,128.555496706702,-1.6699999999999999
0.5,1.25,HellRaum,181.23700512563599,-0.40999999999999998
1.25,1.25,HellStrand,174.530514509044,-1.03
1.25,0.75,Gebäude,135.558353280413,0
1.5,1.5,HellStrand,174.530514509044,-3
1.5,0.75,Gebäude,135.558353280413,0.52000000000000002
1,1.25,HellStrand,174.530514509044,-0.46999999999999997
1.25,1.5,HellFace,207.936103853059,-3
0.5,1.5,Gebäude,135.558353280413,-3
0.75,1.25,Natur,116.705736073534,-0.81000000000000005
1,1.25,Gebäude,135.558353280413,-0.95999999999999996
0.75,1,HellRaum,181.23700512563599,0.40000000000000002
0.75,1.25,HellRaum,181.23700512563599,0.089999999999999997
1.5,1.25,Natur,116.705736073534,-3
0.75,1,Kontrastreich,128.555496706702,-0.39000000000000001
1.25,0.5,Natur,116.705736073534,-2.0699999999999998
1.5,1.25,HellFace,207.936103853059,-3
0.5,0.5,Tiere,136.93221291266599,-3
1,0.5,HellFace,207.936103853059,-2.4399999999999999
0.75,0.75,Gebäude,135.558353280413,-1.6499999999999999
1.25,0.5,MenschenMenge,128.65299080966099,-2.0600000000000001
1,1.25,Natur,116.705736073534,0
1.25,1.25,HellRaum,181.23700512563599,-1.49
0.75,1.5,HellRaum,181.23700512563599,-0.73999999999999999
1,1.5,Kontrastreich,128.555496706702,-1.5700000000000001
0.5,1.5,HellFace,207.936103853059,-2
1,0.5,Natur,116.705736073534,-1.3300000000000001
1.25,0.5,Kontrastreich,128.555496706702,-0.85999999999999999
1.5,1,Natur,116.705736073534,-1.6499999999999999
0.75,1.5,HellStrand,174.530514509044,-1.0900000000000001
0.75,1.5,Tiere,136.93221291266599,-1.29
1.5,0.75,Natur,116.705736073534,-2.0499999999999998
0.5,1,MenschenMenge,128.65299080966099,-3
1,1.5,HellRaum,181.23700512563599,-1.3300000000000001
0.75,1.5,Natur,116.705736073534,-2.7400000000000002
0.5,1.25,Gebäude,135.558353280413,-2.73
1.25,0.75,HellRaum,181.23700512563599,-0.20999999999999999
1,0.5,Gebäude,135.558353280413,-1.1599999999999999
1,1.5,Gebäude,135.558353280413,-1.71
1.25,0.75,MenschenMenge,128.65299080966099,0.84999999999999998
0.5,1.5,HellRaum,181.23700512563599,-2.02
0.75,1.25,Kontrastreich,128.555496706702,-1.6699999999999999
0.75,0.5,Tiere,136.93221291266599,-2.4900000000000002
1.5,1.5,HellRaum,181.23700512563599,-2.4399999999999999
0.75,1.25,Tiere,136.93221291266599,-1
1,1.5,HellStrand,174.530514509044,-0.44
0.75,0.5,Natur,116.705736073534,-2.3399999999999999
0.75,0.75,Natur,116.705736073534,-0.28000000000000003
1,0.75,Tiere,136.93221291266599,1.02
1.25,1,HellRaum,181.23700512563599,-0.29999999999999999
0.5,0.5,Gebäude,135.558353280413,-2.71
0.5,0.75,Tiere,136.93221291266599,-2.5699999999999998
1.25,1,Natur,116.705736073534,-1.3700000000000001
1.5,0.75,Kontrastreich,128.555496706702,-0.42999999999999999
0.5,1.5,HellStrand,174.530514509044,-1.97
1.25,0.75,HellStrand,174.530514509044,0.45000000000000001
1.5,0.5,HellRaum,181.23700512563599,-1.45
0.75,0.75,Tiere,136.93221291266599,-1.5600000000000001
0.5,1,Natur,116.705736073534,-3
1.25,0.5,HellStrand,174.530514509044,-0.28000000000000003
0.75,0.75,HellFace,207.936103853059,-2.04
1.5,1.5,MenschenMenge,128.65299080966099,-2.5699999999999998
1.25,1.25,Natur,116.705736073534,-1.02
1,0.75,Natur,116.705736073534,-0.33000000000000002
1.5,1.25,Gebäude,135.558353280413,-1.54
0.75,0.75,HellRaum,181.23700512563599,-0.23999999999999999
1.25,1.5,HellRaum,181.23700512563599,-1.05
1.5,1.25,HellRaum,181.23700512563599,-2.0600000000000001
1.5,1.5,HellFace,207.936103853059,-3
1,1.25,Tiere,136.93221291266599,-0.14000000000000001
1,1.25,MenschenMenge,128.65299080966099,-1.1000000000000001
0.5,0.5,Natur,116.705736073534,-3
0.5,1,HellRaum,181.23700512563599,-0.98999999999999999
1.5,0.5,Gebäude,135.558353280413,-0.76000000000000001
0.5,0.5,Kontrastreich,128.555496706702,-3
1.5,1,Gebäude,135.558353280413,-1.6100000000000001
1.5,0.75,Tiere,136.93221291266599,-0.35999999999999999
1.5,0.5,MenschenMenge,128.65299080966099,-1.4199999999999999
0.75,1.25,HellStrand,174.530514509044,0
1,1.25,HellRaum,181.23700512563599,-0.59999999999999998
0.5,0.5,MenschenMenge,128.65299080966099,-3
1.5,1,HellRaum,181.23700512563599,-1.1899999999999999
1.5,1.5,Gebäude,135.558353280413,-2.3599999999999999
1.5,1.5,Natur,116.705736073534,-2.4100000000000001
1.5,0.75,MenschenMenge,128.65299080966099,-0.47999999999999998
0.75,1,Natur,116.705736073534,-1.0900000000000001
1.5,1,HellFace,207.936103853059,-2.5499999999999998
1.25,1.5,HellStrand,174.530514509044,-1.8899999999999999
0.75,0.75,HellStrand,174.530514509044,-2.46
0.75,0.5,Kontrastreich,128.555496706702,-2.1800000000000002
0.75,1,HellFace,207.936103853059,-2.0299999999999998
1.5,1,Kontrastreich,128.555496706702,-0.28000000000000003
