k,g,picture,brightness,quality_value
1.5,1.25,DunkelCanyon,64.577521075824905,-0.92000000000000004
0.75,1,Abstrakt,37.1927038842596,1.04
1,0.5,Bunt,103.440234921044,-1.0600000000000001
1.25,0.5,Einfarbig,214.43341924490801,-1.0700000000000001
0.5,0.75,DunkelStadt,57.461932560403802,-1.0900000000000001
0.75,1.5,DunkelCanyon,64.577521075824905,-1.01
1,0.75,Detailarm,195.98092322969899,1.05
1.25,0.75,DunkelStadt,57.461932560403802,1.05
0.5,1.5,Detailarm,195.98092322969899,-1.05
0.75,1,DunkelStadt,57.461932560403802,-1.1000000000000001
0.5,0.75,Abstrakt,37.1927038842596,-0.93999999999999995
1.5,0.5,DunkelRaum,84.542855590662498,1.1000000000000001
0.75,0.75,DunkelStadt,57.461932560403802,-1.0600000000000001
1.5,1.5,DunkelStadt,57.461932560403802,-1.0700000000000001
1.5,1,Abstrakt,37.1927038842596,1.05
1.5,1,DunkelRaum,84.542855590662498,-1.1100000000000001
1,1.25,Abstrakt,37.1927038842596,-1.1000000000000001
0.5,0.75,Einfarbig,214.43341924490801,-0.97999999999999998
0.5,1,Abstrakt,37.1927038842596,-1.22
0.5,0.75,DunkelCanyon,64.577521075824905,-1.23
1.25,1,Bunt,103.440234921044,-1.1699999999999999
1.25,0.75,DunkelCanyon,64.577521075824905,0.91000000000000003
1,0.5,Abstrakt,37.1927038842596,1.04
1.25,0.5,Abstrakt,37.1927038842596,1.26
1.25,0.75,DunkelRaum,84.542855590662498,1.0700000000000001
0.75,0.75,Einfarbig,214.43341924490801,-1.05
0.75,1.25,DunkelStadt,57.461932560403802,-1.3100000000000001
1.25,0.5,DunkelStadt,57.461932560403802,-1.0800000000000001
1.25,1,DunkelRaum,84.542855590662498,-1.0800000000000001
0.5,0.5,Detailarm,195.98092322969899,-1.22
1.5,1,DunkelCanyon,64.577521075824905,1.71
0.5,1.25,Bunt,103.440234921044,-1.6000000000000001
1.5,1.25,Abstrakt,37.1927038842596,1.1100000000000001
1.25,0.75,Einfarbig,214.43341924490801,1.3
1.5,1.25,DunkelRaum,84.542855590662498,-1.1100000000000001
1.5,1,Detailarm,195.98092322969899,-0.34000000000000002
1.5,1.5,Detailarm,195.98092322969899,-0.29999999999999999
1.5,1.5,DunkelCanyon,64.577521075824905,-1.24
1.5,1.5,Einfarbig,214.43341924490801,-1.3400000000000001
0.5,1.5,DunkelRaum,84.542855590662498,-0.62
0.5,0.5,Einfarbig,214.43341924490801,-1.53
1,0.5,Einfarbig,214.43341924490801,-0.65000000000000002
1.25,1,Abstrakt,37.1927038842596,1.3300000000000001
0.5,1.25,DunkelStadt,57.461932560403802,-1.55
0.75,1.25,DunkelRaum,84.542855590662498,-1.3
1.5,1.25,DunkelStadt,57.461932560403802,-1.3100000000000001
0.75,1,DunkelRaum,84.542855590662498,-1.48
0.75,1.25,Bunt,103.440234921044,-1.27
0.5,1.25,DunkelCanyon,64.577521075824905,-1.3
1,0.5,Detailarm,195.98092322969899,-1.3899999999999999
1.5,1,DunkelStadt,57.461932560403802,-1.3400000000000001
0.5,1.25,Detailarm,195.98092322969899,-1.22
1.25,1,Einfarbig,214.43341924490801,-1.23
1,1.5,DunkelRaum,84.542855590662498,-1.28
1.5,1.25,Einfarbig,214.43341924490801,-1.5
0.5,1,Bunt,103.440234921044,-1.79
1.5,0.75,Einfarbig,214.43341924490801,-1.3600000000000001
0.5,0.5,DunkelCanyon,64.577521075824905,-1.3799999999999999
1.25,1.5,DunkelCanyon,64.577521075824905,-1.51
0.75,0.75,Detailarm,195.98092322969899,-1.4099999999999999
1,0.75,DunkelStadt,57.461932560403802,-1.22
0.75,1,Einfarbig,214.43341924490801,-1.3100000000000001
1.25,1,DunkelCanyon,64.577521075824905,1.21
1.25,0.5,Detailarm,195.98092322969899,-1.5
1.25,1.5,DunkelRaum,84.542855590662498,-1.95
1.5,0.5,Einfarbig,214.43341924490801,-1.6599999999999999
0.75,0.75,Abstrakt,37.1927038842596,-1.52
0.5,0.5,Bunt,103.440234921044,-1.73
1.25,1.25,DunkelRaum,84.542855590662498,-1.53
1.5,0.75,DunkelCanyon,64.577521075824905,1.5600000000000001
1.5,1,Bunt,103.440234921044,1.1399999999999999
0.5,1,DunkelStadt,57.461932560403802,-1.55
1.25,1,Detailarm,195.98092322969899,1.6200000000000001
0.75,1.5,Einfarbig,214.43341924490801,-1.3300000000000001
1.25,1.5,Bunt,103.440234921044,-1.4299999999999999
1.5,1.25,Detailarm,195.98092322969899,-1.47
1,1.25,DunkelCanyon,64.577521075824905,-1.49
1.5,0.5,DunkelStadt,57.461932560403802,-1.24
0.75,0.5,Einfarbig,214.43341924490801,-1.51
0.75,0.5,DunkelRaum,84.542855590662498,-0.27000000000000002
1.5,0.5,Abstrakt,37.1927038842596,0.54000000000000004
1.25,1.25,DunkelStadt,57.461932560403802,-0.55000000000000004
0.75,1.25,Abstrakt,37.1927038842596,-0.46999999999999997
1.25,0.75,Bunt,103.440234921044,-0.56999999999999995
1.5,0.75,DunkelStadt,57.461932560403802,-0.48999999999999999
1.5,1,Einfarbig,214.43341924490801,-0.32000000000000001
1.25,1.5,Detailarm,195.98092322969899,0.47999999999999998
1.5,1.25,Bunt,103.440234921044,0.62
0.75,1.5,Detailarm,195.98092322969899,-0.059999999999999998
1,1.25,Bunt,103.440234921044,-0.059999999999999998
0.75,1.5,DunkelRaum,84.542855590662498,-0.56000000000000005
1.5,0.75,Abstrakt,37.1927038842596,1.01
1.5,0.5,Bunt,103.440234921044,-0.19
1,1.25,Detailarm,195.98092322969899,0.080000000000000002
1.25,1.25,Einfarbig,214.43341924490801,-0.48999999999999999
1.25,0.5,Bunt,103.440234921044,-0.28000000000000003
0.75,1,Bunt,103.440234921044,-1.1899999999999999
0.5,1.5,Abstrakt,37.1927038842596,-1.05
1,1.5,DunkelCanyon,64.577521075824905,-1.1899999999999999
1.25,1.25,Abstrakt,37.1927038842596,-1.1599999999999999
0.75,1.5,Abstrakt,37.1927038842596,-0.93000000000000005
1,0.75,DunkelCanyon,64.577521075824905,-1.03
1.25,1.25,Detailarm,195.98092322969899,0.32000000000000001
0.5,0.75,Detailarm,195.98092322969899,-1.3300000000000001
1.25,1.25,Bunt,103.440234921044,-1.6100000000000001
1.5,0.75,Bunt,103.440234921044,-0.81000000000000005
1,1.5,Einfarbig,214.43341924490801,0.63
1.5,0.75,Detailarm,195.98092322969899,0.93000000000000005
0.75,1.25,DunkelCanyon,64.577521075824905,-0.81000000000000005
0.75,0.5,DunkelStadt,57.461932560403802,-0.94999999999999996
1.5,1.5,Kontrastreich,128.555496706702,-0.98999999999999999
1,0.5,HellFace,207.936103853059,-1.05
0.75,1,Tiere,136.93221291266599,-1.1000000000000001
0.75,0.75,HellRaum,181.23700512563599,-1.03
0.75,0.5,Natur,116.705736073534,-1.1100000000000001
0.5,0.5,HellRaum,181.23700512563599,-1.0600000000000001
0.5,1,HellFace,207.936103853059,-1.0700000000000001
0.75,0.5,Tiere,136.93221291266599,-2.0600000000000001
1,1.5,HellFace,207.936103853059,-1.02
1.5,0.75,Natur,116.705736073534,-1.3799999999999999
0.5,1.25,MenschenMenge,128.65299080966099,-2.0600000000000001
1,0.5,MenschenMenge,128.65299080966099,-2.21
0.75,1.25,HellFace,207.936103853059,-1.1299999999999999
0.75,0.75,Kontrastreich,128.555496706702,-1.2
0.75,1,Gebäude,135.558353280413,-2.0800000000000001
1,0.75,Kontrastreich,128.555496706702,0
0.5,0.75,Gebäude,135.558353280413,-2.02
0.75,1,HellRaum,181.23700512563599,-2.0699999999999998
0.75,0.5,MenschenMenge,128.65299080966099,-2.0099999999999998
1.25,1.25,Natur,116.705736073534,-1.97
1.5,1.25,MenschenMenge,128.65299080966099,-2.04
0.75,1.25,HellRaum,181.23700512563599,-1.1899999999999999
1,1.25,HellFace,207.936103853059,-1.47
1.25,1.5,Tiere,136.93221291266599,-1.3300000000000001
0.5,1,Gebäude,135.558353280413,-1.98
0.5,0.5,Kontrastreich,128.555496706702,-2.1000000000000001
1.5,0.5,HellFace,207.936103853059,-2.2799999999999998
1,1.5,Natur,116.705736073534,-2.1499999999999999
1.5,1.5,Tiere,136.93221291266599,-2.1400000000000001
0.5,1.5,Gebäude,135.558353280413,-2.54
0.5,0.75,HellFace,207.936103853059,-2.5
0.5,0.5,HellStrand,174.530514509044,-2.46
1.5,0.75,MenschenMenge,128.65299080966099,-2.3399999999999999
1.25,0.75,MenschenMenge,128.65299080966099,0
1.5,0.5,Tiere,136.93221291266599,-1.9199999999999999
0.75,1.5,HellRaum,181.23700512563599,-2.1699999999999999
1,1.25,HellRaum,181.23700512563599,-1.6899999999999999
1.25,1,Gebäude,135.558353280413,0.56000000000000005
0.75,1.25,Gebäude,135.558353280413,-0.51000000000000001
0.75,1,Natur,116.705736073534,1.0600000000000001
0.75,0.75,Tiere,136.93221291266599,-1.74
0.5,1.5,MenschenMenge,128.65299080966099,-2.3799999999999999
1.25,1,Kontrastreich,128.555496706702,-0.35999999999999999
1.5,1,Gebäude,135.558353280413,-0.51000000000000001
0.75,1.5,Tiere,136.93221291266599,-0.83999999999999997
1.25,1.5,MenschenMenge,128.65299080966099,-1.6100000000000001
1.5,0.5,HellRaum,181.23700512563599,-1.5600000000000001
1.25,0.5,Gebäude,135.558353280413,-1.3300000000000001
1,0.5,Gebäude,135.558353280413,-1.48
1,0.75,Gebäude,135.558353280413,-1.3799999999999999
0.5,0.5,Natur,116.705736073534,-0.47999999999999998
1,1.25,Gebäude,135.558353280413,-0.62
0.75,1.25,HellStrand,174.530514509044,-0.98999999999999999
1,1.25,Tiere,136.93221291266599,-1.4399999999999999
1.5,1.25,Kontrastreich,128.555496706702,-2.0499999999999998
0.5,0.5,HellFace,207.936103853059,-1.3600000000000001
1,0.75,Natur,116.705736073534,1.0700000000000001
1.5,1.5,HellStrand,174.530514509044,-1.9299999999999999
1,1.25,Kontrastreich,128.555496706702,1.3999999999999999
0.75,1,HellFace,207.936103853059,-2.1699999999999999
1.25,0.5,Kontrastreich,128.555496706702,-1.6699999999999999
0.5,0.75,Natur,116.705736073534,-1.1699999999999999
0.5,1.25,Tiere,136.93221291266599,-2.4700000000000002
0.5,1,MenschenMenge,128.65299080966099,-1.3500000000000001
1.25,1.5,Gebäude,135.558353280413,-1.51
0.75,0.5,HellRaum,181.23700512563599,-1.55
1.25,0.5,HellRaum,181.23700512563599,-1.48
1.5,1.5,Natur,116.705736073534,-1.6299999999999999
1.5,1,HellFace,207.936103853059,-1.3999999999999999
0.75,0.5,HellStrand,174.530514509044,-1.75
0.5,1.5,HellRaum,181.23700512563599,-2.1000000000000001
0.75,1,HellStrand,174.530514509044,-2.1400000000000001
1.25,1.25,Gebäude,135.558353280413,-1.8300000000000001
1.25,0.5,HellStrand,174.530514509044,1.7
1.5,1.5,Gebäude,135.558353280413,-1.0700000000000001
0.5,1.25,HellRaum,181.23700512563599,-0.19
1.5,1.25,Tiere,136.93221291266599,-1.5900000000000001
1.5,0.5,Gebäude,135.558353280413,-1.6299999999999999
1.25,1.25,MenschenMenge,128.65299080966099,-1.27
1,0.5,Kontrastreich,128.555496706702,-1.6000000000000001
1.5,1.25,Gebäude,135.558353280413,-2.2000000000000002
1.25,0.75,HellRaum,181.23700512563599,-1.53
1.25,0.5,HellFace,207.936103853059,-1.8
1,0.5,HellStrand,174.530514509044,-1.3799999999999999
0.5,0.75,MenschenMenge,128.65299080966099,-2.1499999999999999
1.5,1.25,Natur,116.705736073534,-2.9199999999999999
0.5,1.5,HellStrand,174.530514509044,-2.4399999999999999
1.25,1.25,HellRaum,181.23700512563599,-1.74
1.25,1.5,Natur,116.705736073534,-1.9399999999999999
0.75,0.75,MenschenMenge,128.65299080966099,-1.8899999999999999
1.5,1,MenschenMenge,128.65299080966099,-1.74
0.5,1,Natur,116.705736073534,-2.52
1.5,1,HellRaum,181.23700512563599,-1.3
1,0.75,MenschenMenge,128.65299080966099,-1.3300000000000001
1,1.25,MenschenMenge,128.65299080966099,-0.96999999999999997
1,0.5,Tiere,136.93221291266599,-1.48
0.75,1.5,Gebäude,135.558353280413,-1.4099999999999999
1.5,1.25,HellFace,207.936103853059,-1.8
1.25,0.75,Natur,116.705736073534,-1.48
1.25,1,HellStrand,174.530514509044,-1.1299999999999999
1.25,1.25,HellStrand,174.530514509044,-0.84999999999999998
0.5,1.25,Natur,116.705736073534,-0.97999999999999998
1,0.75,HellStrand,174.530514509044,0.70999999999999996
1.5,0.5,MenschenMenge,128.65299080966099,-2.0499999999999998
1.5,1.5,HellRaum,181.23700512563599,-2.5800000000000001
0.5,1.5,Tiere,136.93221291266599,-2.1899999999999999
1.25,1.25,Tiere,136.93221291266599,-1.24
1.5,0.5,HellStrand,174.530514509044,0.67000000000000004
0.75,0.75,HellFace,207.936103853059,-1.3700000000000001
0.5,1,Tiere,136.93221291266599,-1.74
1.25,0.75,Tiere,136.93221291266599,-0.5
1.25,0.75,Kontrastreich,128.555496706702,0.12
1.25,0.5,MenschenMenge,128.65299080966099,-0.68000000000000005
1.25,1.25,Kontrastreich,128.555496706702,-0.35999999999999999
1,1.25,HellStrand,174.530514509044,-0.60999999999999999
1.5,1.25,HellRaum,181.23700512563599,-1.6799999999999999
1.25,0.75,HellFace,207.936103853059,-2.2000000000000002
0.5,1,Kontrastreich,128.555496706702,-1.98
0.5,0.5,Tiere,136.93221291266599,-2.23
1.5,1.5,HellFace,207.936103853059,-2.1299999999999999
1.25,1.25,HellFace,207.936103853059,-2.29
1.5,0.75,Kontrastreich,128.555496706702,1.23
1.25,1,Natur,116.705736073534,-1.8400000000000001
0.5,1.25,Gebäude,135.558353280413,-1.78
1,1.5,HellStrand,174.530514509044,-1.53
1.5,0.75,HellRaum,181.23700512563599,-1.4399999999999999
1.25,0.75,Gebäude,135.558353280413,1.2
1.5,1,HellStrand,174.530514509044,-1.3799999999999999
1,0.75,HellRaum,181.23700512563599,-1.3400000000000001
0.5,0.75,Tiere,136.93221291266599,-1.4399999999999999
1.5,0.75,HellFace,207.936103853059,-1.77
0.75,1.25,Natur,116.705736073534,-1.6299999999999999
1,0.5,HellRaum,181.23700512563599,-1.45
1.5,0.5,Kontrastreich,128.555496706702,-1.6499999999999999
0.75,0.5,HellFace,207.936103853059,-1.5
1,1.5,Gebäude,135.558353280413,-1.55
1.25,0.5,Natur,116.705736073534,-1.3100000000000001
1,1.5,Tiere,136.93221291266599,1.8899999999999999
1.25,1.5,HellFace,207.936103853059,-1.55
1,0.5,Natur,116.705736073534,-1.3799999999999999
1.5,1,Tiere,136.93221291266599,-2.0699999999999998
0.5,1.5,Kontrastreich,128.555496706702,-1.1899999999999999
0.5,1,HellRaum,181.23700512563599,-0.17000000000000001
1,1.5,MenschenMenge,128.65299080966099,-0.63
0.5,1.25,Kontrastreich,128.555496706702,-1.3500000000000001
0.5,0.75,HellStrand,174.530514509044,-1.5800000000000001
0.5,0.5,Gebäude,135.558353280413,-1.6000000000000001
1.5,1.25,HellStrand,174.530514509044,-1.9299999999999999
1.25,1.5,HellStrand,174.530514509044,-2.21
1,1.5,Kontrastreich,128.555496706702,0.5
1,0.75,HellFace,207.936103853059,0.40000000000000002
1.5,1,Kontrastreich,128.555496706702,-0.29999999999999999
1.25,1.5,HellRaum,181.23700512563599,-1.1699999999999999
1,1.5,HellRaum,181.23700512563599,-0.93000000000000005
0.5,0.5,MenschenMenge,128.65299080966099,-1.23
1.25,1.5,Kontrastreich,128.555496706702,-1.26
0.75,1,MenschenMenge,128.65299080966099,-1.6200000000000001
0.75,1.25,Tiere,136.93221291266599,-1.54
0.5,1.5,HellFace,207.936103853059,-1.48
0.5,1.25,HellFace,207.936103853059,-1.27
0.5,0.75,HellRaum,181.23700512563599,-1.3300000000000001
1,1.25,Natur,116.705736073534,-0.80000000000000004
1.25,0.5,Tiere,136.93221291266599,-2.3399999999999999
0.75,1.5,MenschenMenge,128.65299080966099,-1.3799999999999999
1.5,0.5,Natur,116.705736073534,-1.53
0.75,1.25,Kontrastreich,128.555496706702,-1.28
1.25,1,HellFace,207.936103853059,-1.47
1,0.75,Tiere,136.93221291266599,0.46999999999999997
0.5,1.5,Natur,116.705736073534,-2.1600000000000001
0.75,0.75,HellStrand,174.530514509044,-1.8300000000000001
1.25,1,MenschenMenge,128.65299080966099,-1.8500000000000001
0.75,0.75,Gebäude,135.558353280413,-0.84999999999999998
1.25,1,HellRaum,181.23700512563599,-1
0.75,1.25,MenschenMenge,128.65299080966099,-0.94999999999999996
1.5,0.75,Tiere,136.93221291266599,-2
0.5,1,HellStrand,174.530514509044,-1.95
0.75,1.5,HellFace,207.936103853059,-0.63
0.75,0.5,Kontrastreich,128.555496706702,-1.3200000000000001
1.5,0.75,HellStrand,174.530514509044,-0.68000000000000005
1.25,0.75,HellStrand,174.530514509044,0.85999999999999999
1.25,1,Tiere,136.93221291266599,-1.29
0.75,0.75,Natur,116.705736073534,0.95999999999999996
0.75,1.5,Natur,116.705736073534,-0.44
0.5,0.75,Kontrastreich,128.555496706702,-2
1.5,0.75,Gebäude,135.558353280413,-0.5
1.5,1.5,MenschenMenge,128.65299080966099,-0.46999999999999997
0.75,0.5,Gebäude,135.558353280413,-0.56000000000000005
0.75,1.5,HellStrand,174.530514509044,-0.71999999999999997
0.75,1.5,Kontrastreich,128.555496706702,-0.29999999999999999
0.75,1,Kontrastreich,128.555496706702,-0.39000000000000001
0.5,1.25,HellStrand,174.530514509044,-0.77000000000000002
1.5,1,Natur,116.705736073534,-1.1000000000000001
