k,g,picture,brightness,quality_value
0.5,1,Detailarm,195.98092322969899,-2.1299999999999999
0.5,1,DunkelRaum,84.542855590662498,-1.05
0.75,1.5,Abstrakt,37.1927038842596,-1.23
0.5,1.5,Bunt,103.440234921044,-2.0899999999999999
0.75,1.5,Detailarm,195.98092322969899,-1.0800000000000001
0.5,1.25,DunkelCanyon,64.577521075824905,-2.5299999999999998
1,1.25,DunkelRaum,84.542855590662498,-1.1899999999999999
1.5,1.25,Bunt,103.440234921044,-1.1100000000000001
0.5,0.75,DunkelStadt,57.461932560403802,-2.0099999999999998
1.5,1.5,DunkelRaum,84.542855590662498,-2.2000000000000002
0.5,1.5,DunkelStadt,57.461932560403802,-2.0299999999999998
1.25,1.5,Detailarm,195.98092322969899,0
0.75,1,DunkelRaum,84.542855590662498,-1.04
0.75,0.5,DunkelStadt,57.461932560403802,-1.3500000000000001
0.75,0.5,Bunt,103.440234921044,-1.05
1,0.5,Detailarm,195.98092322969899,-3
1.5,1.5,Abstrakt,37.1927038842596,1.0900000000000001
0.75,1,Detailarm,195.98092322969899,-1.0700000000000001
0.5,1.5,Abstrakt,37.1927038842596,-1.1799999999999999
0.5,1.25,Abstrakt,37.1927038842596,-1.73
1.5,0.5,Detailarm,195.98092322969899,-1.0900000000000001
0.75,1.5,DunkelCanyon,64.577521075824905,-1.1200000000000001
0.75,1.5,DunkelRaum,84.542855590662498,-1.1299999999999999
1.25,1.5,DunkelStadt,57.461932560403802,-2.1000000000000001
1.5,1,Bunt,103.440234921044,-1.1699999999999999
0.5,0.75,DunkelRaum,84.542855590662498,-2.2999999999999998
1.5,0.5,DunkelRaum,84.542855590662498,-2.9900000000000002
0.5,1,Einfarbig,214.43341924490801,1.0800000000000001
1.5,0.5,Bunt,103.440234921044,1.23
1,0.75,Abstrakt,37.1927038842596,1.04
0.75,1.25,DunkelRaum,84.542855590662498,-1.1599999999999999
0.5,1,Bunt,103.440234921044,-1.8100000000000001
0.75,0.75,DunkelStadt,57.461932560403802,-1.05
1,1.5,Abstrakt,37.1927038842596,-1.0700000000000001
1,0.75,Einfarbig,214.43341924490801,1.02
1.5,0.75,DunkelStadt,57.461932560403802,-0.96999999999999997
1.5,1,Detailarm,195.98092322969899,1.0600000000000001
0.5,0.5,Einfarbig,214.43341924490801,-1.0700000000000001
1,1.25,Detailarm,195.98092322969899,0.91000000000000003
0.75,1,Bunt,103.440234921044,-0.92000000000000004
1.25,0.5,Bunt,103.440234921044,-0.67000000000000004
0.75,1,Einfarbig,214.43341924490801,0.92000000000000004
0.75,1,DunkelCanyon,64.577521075824905,-1.0900000000000001
1.25,1.5,DunkelCanyon,64.577521075824905,-1.1100000000000001
0.5,0.5,DunkelRaum,84.542855590662498,-2.0699999999999998
1,1.5,Detailarm,195.98092322969899,-1.05
1.5,1.5,DunkelStadt,57.461932560403802,-1.46
0.75,0.75,DunkelCanyon,64.577521075824905,-1.2
0.5,1.5,Einfarbig,214.43341924490801,0.97999999999999998
1.5,0.5,DunkelStadt,57.461932560403802,-0.88
1.25,0.5,Detailarm,195.98092322969899,-2.1400000000000001
0.5,1,DunkelCanyon,64.577521075824905,-2.0499999999999998
1.25,1.5,Abstrakt,37.1927038842596,0.34000000000000002
0.5,0.5,Bunt,103.440234921044,-2.1899999999999999
1.5,1,DunkelRaum,84.542855590662498,-0.97999999999999998
1.5,1.25,Einfarbig,214.43341924490801,-1.6399999999999999
0.5,0.75,Einfarbig,214.43341924490801,0.81000000000000005
1,0.75,Bunt,103.440234921044,0.55000000000000004
0.75,0.75,Bunt,103.440234921044,-1
1.5,0.75,DunkelCanyon,64.577521075824905,0.52000000000000002
0.75,1.25,DunkelStadt,57.461932560403802,-0.68000000000000005
1.5,1.25,Abstrakt,37.1927038842596,1.0800000000000001
1.25,1.25,DunkelStadt,57.461932560403802,0.16
1.25,1,Einfarbig,214.43341924490801,-0.84999999999999998
1,1.5,DunkelRaum,84.542855590662498,-1.0900000000000001
0.75,1.25,Einfarbig,214.43341924490801,-1.01
0.75,1.25,Detailarm,195.98092322969899,-1.1599999999999999
0.5,1.25,DunkelRaum,84.542855590662498,-1.6399999999999999
1.25,1.25,Abstrakt,37.1927038842596,1.1000000000000001
1.25,0.75,Bunt,103.440234921044,1.0900000000000001
1.5,0.75,Abstrakt,37.1927038842596,0.91000000000000003
0.5,0.5,Abstrakt,37.1927038842596,-1.1799999999999999
0.75,0.5,Detailarm,195.98092322969899,-1.9399999999999999
1,1.5,DunkelStadt,57.461932560403802,-1.0600000000000001
0.75,1.25,DunkelCanyon,64.577521075824905,-1.1299999999999999
0.75,0.5,DunkelCanyon,64.577521075824905,-1.0900000000000001
0.5,1.25,DunkelStadt,57.461932560403802,-1.74
0.5,1.5,DunkelRaum,84.542855590662498,-2.02
0.5,1.5,DunkelCanyon,64.577521075824905,-2.29
0.75,1.5,DunkelStadt,57.461932560403802,-2.04
0.5,0.5,DunkelStadt,57.461932560403802,-1.6899999999999999
1.25,0.75,Einfarbig,214.43341924490801,1.05
1.25,0.75,DunkelStadt,57.461932560403802,-1.27
1.25,1.25,DunkelCanyon,64.577521075824905,-0.97999999999999998
0.75,0.75,DunkelRaum,84.542855590662498,0.27000000000000002
1.5,0.75,Einfarbig,214.43341924490801,-1.97
1,0.5,Abstrakt,37.1927038842596,-1.0800000000000001
1.25,0.5,Abstrakt,37.1927038842596,1.1799999999999999
1.25,0.75,Detailarm,195.98092322969899,0.89000000000000001
0.75,0.75,Abstrakt,37.1927038842596,-0.95999999999999996
1.5,0.75,DunkelRaum,84.542855590662498,-2.0600000000000001
1.25,0.5,DunkelCanyon,64.577521075824905,-1.6100000000000001
0.5,0.75,Bunt,103.440234921044,-2.2000000000000002
1.25,1,Bunt,103.440234921044,0.31
0.75,0.75,Detailarm,195.98092322969899,-1.3600000000000001
0.5,1.25,Einfarbig,214.43341924490801,-1.0800000000000001
1.5,1.5,Bunt,103.440234921044,-1.6200000000000001
1.25,1.5,Einfarbig,214.43341924490801,-1.99
1,0.5,DunkelRaum,84.542855590662498,-1.27
1.5,1,Einfarbig,214.43341924490801,-1.72
0.75,0.5,Einfarbig,214.43341924490801,-1.01
1.5,1.25,Detailarm,195.98092322969899,-1.3400000000000001
1,0.5,Einfarbig,214.43341924490801,0.95999999999999996
